wavfile,ground_truth,ASR_recognition,wer,cer,pesq
sim_NM_amp_babble_oc17_h12_5,Burn peat after the logs give out.,Burnt Peak after the logs give out.,0.2857142857142857,0.08823529411764706,1.0890613794326782
sim_NM_amp_babble_oc05_h2_5,Help the woman get back to her feet.,Help the woman get back to her feet.,0.0,0.0,1.0422708988189697
sim_NM_na_babble_oc05_h2_6,A pot of tea helps to pass the evening.,A pot of tea helps it pass the evening.,0.1111111111111111,0.05128205128205128,1.0328489542007446
sim_NM_na_babble_pd09_h14_3,Pluck the bright rose without leaves.,Doctor Bright rose without weeds.,0.6666666666666666,0.32432432432432434,1.033494234085083
sim_NM_amp_babble_oc11_h15_6,Pure bred poodles have curls.,Pure bred poodles have curls.,0.0,0.0,1.024977445602417
sim_NM_na_babble_oc07_h12_2,Leaves turn brown and yellow in the fall.,Leaves turn brown and yellow in the fall.,0.0,0.0,1.0265235900878906
sim_NM_amp_babble_pd05_h2_10,The girl at the booth sold fifty bonds.,Growth Booth sold 50 bonds.,0.75,0.46153846153846156,1.052952766418457
sim_NM_amp_babble_oc17_h12_2,Leaves turn brown and yellow in the fall.,Leaves turn brown and yellow in the fall.,0.0,0.0,1.0313234329223633
sim_NM_na_babble_pd05_h2_3,The source of the huge river is the clear spring.,Especially the driver is the clear spring.,0.5,0.3469387755102041,1.0259472131729126
sim_NM_amp_babble_pd05_h2_6,A pot of tea helps to pass the evening.,Parity helps you pass the evening.,0.5555555555555556,0.3333333333333333,1.035568118095398
