LIST,SENTENCE,KEYWORD_01,KEYWORD_02,KEYWORD_03,KEYWORD_04,KEYWORD_05,NOTES
71,3. Dip the pail once and let it settle.,dip,pail,once,let,settle,
71,4. Will you please answer that phone.,will,you,please,answer,phone,
71,5. The big red apple fell to the ground.,big,red,apple,fell,ground,
71,6. The curtain rose and the show was on.,curtain,rose,show,was,on,
71,7. The young prince became heir to the throne.,young,prince,became,heir,throne,
71,8. He sent the boy on a short errand.,he,sent,boy,short,errand,
71,9. Leave now and you will arrive on time.,leave,now,will,arrive,time,I feel like “will” can be considered a key word but there are only five key words so it wasn’t included as it has been in the past.
71,10. The corner store was robbed last night.,corner,store,robbed,last,night,
72,1. A gold ring will please almost any girl,gold,ring,please,almost,girl,"More than five key words, first five were selected. “Will” could be considered a key word but there are only five keys words."
72,2. The long journey home took a year.,long,journey,home,took,year,
72,3. She saw a cat in the neighbor’s house.,she,saw,cat,neighbor’s,house,
72,4. A pink shell was found on the sandy beach.,pink,shell,found,sandy,beach,
72,5. Small children came to see him.,small,children,came,see,him,
72,6. The grass and bushes were wet with dew.,grass,bushes,were,wet,dew,
72,7. The blind man counted his old coins.,blind,man,counted,old,coins,"Same here, “his” could be considered I believe but there are only five key words."
72,8. A severe storm tore down the barn.,severe,storm,tore,down,barn,
72,9. She called his name many times.,she,called,his,name,many,"More than five key words, first five were selected."
72,"10. When you hear the bell, come quickly.",when,hear,bell,come,quickly,"Same here, “you” could be considered but there are only five key words."
